Order_ID,Customer_name,Gender,Age,Meal,Residence_in_busy_location,Google_maps_accuracy,Cuisine,Item,Good_road_condition,Delivered_temperature,Location,Subscription,Subscription Cost,Mode,Quantity_size,Freshness,Food_quality,Customer Placed Order time,Order Accepted by Restaurant time,Driver at Restaurant Datetime,Delivered to Consumer Datetime,Wait Time in minutes,Meal Price,Order Quantity,delivery fee,Delivery fee,Total Price,Service Fee,Tax,Final Price,Number of Claims,Complain Resolved,Complaints Resolved,Number of Open Complaints,Amount of Refund for resolved complaint
58494,James Santucci,Male,70,Lunch,Yes,No,Italian,Pizza,Yes,Hot,Subarban,Monthly Premium,9.99,Car,Small,High,Good,2023-10-07 03:07:06,2023-10-07 03:11:15,2023-10-07 03:20:45,2023-10-07 03:33:59,26,27.81,3,0.0,,83.42999999999999,9.177299999999999,12.097349999999999,,19,6,15,4,477.63674999999995
25735,George Kimbrough,Male,41,Lunch,Yes,Yes,Italian,Lasagna,Yes,Cold,Subarban,Free,0.0,Car,Medium,Low,Bad,2023-10-25 14:08:22,2023-10-25 14:13:35,2023-10-25 14:22:22,2023-10-25 14:37:58,29,16.71,1,,3.99,16.71,1.8381,2.42295,24.96105,2,14,1,1,19.13295
58505,Carl Wyatt,Male,43,Lunch,Yes,Yes,Greek,Souvlaki,Yes,Room,Subarban,Free,0.0,Car,Large,High,Good,2023-10-29 17:02:34,2023-10-29 17:04:38,2023-10-29 17:11:49,2023-10-29 17:26:27,23,14.42,1,,3.99,14.42,1.5862,2.0909,22.0871,17,11,14,3,231.1526
25744,Aurora Walker,Female,41,Breakfast,No,No,Thai,Spring Roll,Yes,Cold,Subarban,Free,0.0,Bike,Small,High,Good,2023-10-27 20:55:25,2023-10-27 20:59:49,2023-10-27 21:09:06,2023-10-27 21:24:09,28,6.77,5,,3.99,33.849999999999994,3.7234999999999996,4.908249999999999,46.47174999999999,16,11,16,0,124.0264
58512,Micheal Pacheco,Male,26,Lunch,No,Yes,Thai,Coconut Water,Yes,Hot,Urban,Free,0.0,Bike,Medium,Low,Bad,2023-10-12 17:14:14,2023-10-12 17:16:31,2023-10-12 17:25:56,2023-10-12 17:41:04,26,3.08,4,,3.99,12.32,1.3552,1.7864,19.4516,18,20,13,5,45.8458
58514,Jan Nussbaum,Male,33,Lunch,Yes,No,Greek,Souvlaki,No,Hot,Subarban,Basic,50.9,Car,Large,High,Good,2023-10-28 22:31:15,2023-10-28 22:33:43,2023-10-28 22:44:09,2023-10-28 22:54:16,23,13.48,3,2.99,,40.44,4.4483999999999995,5.8637999999999995,,20,12,19,1,293.2574
58517,Leland Lorge,Male,31,Lunch,Yes,No,Italian,Lasagna,No,Room,Urban,Monthly Premium,9.99,Car,Large,High,Good,2023-10-10 10:26:31,2023-10-10 10:28:39,2023-10-10 10:36:33,2023-10-10 10:48:05,21,14.09,1,0.0,,14.09,1.5499,2.04305,,15,7,12,3,193.59659999999997
91291,Layne East,Female,50,Dinner,Yes,Yes,Indian,Biryani,Yes,Hot,Urban,Monthly Premium,9.99,Bike,Small,High,Good,2023-10-31 20:11:52,2023-10-31 20:14:02,2023-10-31 20:22:21,2023-10-31 20:33:07,21,12.15,3,0.0,,36.45,4.0095,5.2852500000000004,,1,6,0,1,0.0
58538,Michael Cuellar,Male,42,Lunch,Yes,Yes,Chinese,Soy Milk,Yes,Cold,Urban,Free,0.0,Bike,Small,High,Good,2023-10-21 09:27:33,2023-10-21 09:31:52,2023-10-21 09:39:44,2023-10-21 09:55:32,27,3.33,4,,4.99,13.32,1.4652,1.9314,21.7066,3,5,3,0,11.43855
25771,Jose Fagan,Male,18,Lunch,Yes,Yes,Thai,Green Curry,Yes,Hot,Subarban,Free,0.0,Car,Small,High,Good,2023-10-05 19:54:59,2023-10-05 20:00:37,2023-10-05 20:08:00,2023-10-05 20:22:18,27,9.98,3,,4.99,29.94,3.2934,4.3412999999999995,42.5647,4,11,3,1,34.2813
58544,Joline Kaminski,Female,19,Dinner,Yes,No,Greek,Ouzo,Yes,Cold,Rural,Free,0.0,Car,Small,High,Good,2023-10-16 10:54:13,2023-10-16 10:57:35,2023-10-16 11:05:47,2023-10-16 11:18:23,24,34.5,2,,5.99,69.0,7.59,10.004999999999999,92.585,6,13,5,1,197.5125
25777,Elwood Korn,Male,25,Lunch,No,No,Japanese,Sushi,No,Room,Subarban,Premium,101.9,Bike,Medium,High,Good,2023-10-02 10:44:26,2023-10-02 10:47:03,2023-10-02 10:54:36,2023-10-02 11:09:07,24,7.56,4,0.0,,30.24,3.3264,4.384799999999999,,1,13,1,0,8.6562
25781,Virginia Zapata,Female,53,Dinner,Yes,No,Chinese,Bubble Tea,Yes,Cold,Rural,Monthly Basic,4.99,Car,Medium,High,Good,2023-10-04 21:23:24,2023-10-04 21:26:14,2023-10-04 21:36:27,2023-10-04 21:47:55,24,3.31,5,1.99,,16.55,1.8205,2.39975,,7,4,4,3,15.1598
91322,Tyler Gibson,Male,18,Dinner,Yes,Yes,Chinese,Soy Milk,Yes,Cold,Subarban,Basic,50.9,Bike,Medium,High,Good,2023-10-08 01:24:33,2023-10-08 01:30:05,2023-10-08 01:39:37,2023-10-08 01:53:44,29,2.6,2,1.99,,5.2,0.5720000000000001,0.754,,13,14,12,1,35.724000000000004
25788,Douglas Weiner,Male,33,Dinner,Yes,Yes,Chinese,Dumpling,Yes,Cold,Urban,Basic,50.9,Bike,Small,Low,Bad,2023-10-28 01:46:27,2023-10-28 01:52:01,2023-10-28 02:02:11,2023-10-28 02:17:56,31,9.89,2,0.99,,19.78,2.1758,2.8681,,7,16,5,2,56.620250000000006
58567,Joe Vessar,Male,23,Lunch,Yes,Yes,Japanese,Sushi,No,Room,Rural,Basic,50.9,Bike,Small,High,Good,2023-10-23 11:10:57,2023-10-23 11:13:02,2023-10-23 11:23:45,2023-10-23 11:36:38,25,12.59,4,2.99,,50.36,5.5396,7.302199999999999,,13,10,8,5,115.3244
25801,Donald Walker,Male,34,Lunch,Yes,Yes,Italian,Lasagna,Yes,Cold,Urban,Free,0.0,Car,Medium,Low,Bad,2023-10-15 03:50:26,2023-10-15 03:54:06,2023-10-15 04:01:56,2023-10-15 04:16:04,25,13.51,5,,4.99,67.55,7.430499999999999,9.794749999999999,89.76524999999998,18,16,16,2,247.5032
91338,Carolyn Tavira,Female,49,Breakfast,No,No,Italian,Pasta,Yes,Room,Subarban,Monthly Basic,4.99,Car,Medium,High,Good,2023-10-01 11:39:13,2023-10-01 11:41:49,2023-10-01 11:49:06,2023-10-01 12:01:42,22,12.09,1,1.99,,12.09,1.3299,1.7530499999999998,,18,6,12,6,166.11659999999998
91339,Scott Smith,Male,19,Lunch,Yes,Yes,Japanese,Udon,Yes,Hot,Rural,Free,0.0,Bike,Medium,High,Good,2023-10-12 02:29:45,2023-10-12 02:32:23,2023-10-12 02:40:22,2023-10-12 02:51:35,21,12.45,2,,5.99,24.9,2.739,3.6104999999999996,37.2395,11,6,9,2,128.29725
25804,Heather Evans,Female,48,Lunch,No,Yes,Japanese,Udon,No,Cold,Urban,Basic,50.9,Bike,Small,Low,Bad,2023-10-16 02:49:36,2023-10-16 02:52:46,2023-10-16 03:02:21,2023-10-16 03:13:24,23,8.37,1,0.99,,8.37,0.9207,1.21365,,13,8,11,2,105.42014999999999
91343,Richard Hester,Male,22,Lunch,No,Yes,Italian,Gelato,Yes,Hot,Subarban,Free,0.0,Car,Small,Low,Bad,2023-10-07 11:29:15,2023-10-07 11:34:02,2023-10-07 11:44:19,2023-10-07 11:56:00,26,2.12,2,,5.99,4.24,0.46640000000000004,0.6148,11.3112,11,14,11,0,26.7014
58581,Paul Frady,Male,31,Dinner,Yes,Yes,Greek,Moussaka,Yes,Hot,Urban,Basic,50.9,Car,Medium,High,Good,2023-10-26 11:21:40,2023-10-26 11:26:33,2023-10-26 11:34:31,2023-10-26 11:50:28,28,16.64,4,0.99,,66.56,7.3216,9.6512,,13,4,8,5,152.4224
91353,William Noll,Male,21,Lunch,Yes,Yes,Italian,Limoncello,Yes,Cold,Urban,Basic,50.9,Car,Small,High,Good,2023-10-04 19:51:58,2023-10-04 19:54:40,2023-10-04 20:04:36,2023-10-04 20:20:19,28,20.98,2,2.99,,41.96,4.6156,6.0842,,7,12,4,3,96.08840000000001
91355,John Homa,Male,63,Lunch,Yes,Yes,Italian,Lasagna,No,Room,Urban,Basic,50.9,Car,Small,High,Good,2023-10-08 20:35:02,2023-10-08 20:37:27,2023-10-08 20:46:02,2023-10-08 20:57:59,22,15.73,4,1.99,,62.92,6.9212,9.1234,,1,2,1,0,18.01085
25823,Marlene Howell,Female,37,Dinner,No,Yes,Mexican,Enchiladas,No,Room,Urban,Monthly Basic,4.99,Car,Medium,High,Good,2023-10-15 12:13:38,2023-10-15 12:18:51,2023-10-15 12:27:41,2023-10-15 12:39:31,25,8.56,5,1.99,,42.800000000000004,4.708,6.206,,5,14,5,0,49.00600000000001
91362,Kevin Werth,Male,42,Dinner,No,No,Italian,Pizza,Yes,Hot,Subarban,Free,0.0,Car,Medium,High,Good,2023-10-19 00:03:54,2023-10-19 00:07:48,2023-10-19 00:17:54,2023-10-19 00:29:30,25,27.51,4,,4.99,110.04,12.1044,15.9558,143.0902,5,10,4,1,125.9958
25828,Warren Boulanger,Male,22,Lunch,Yes,Yes,Indian,Biryani,Yes,Hot,Urban,Free,0.0,Car,Medium,High,Good,2023-10-31 12:45:57,2023-10-31 12:49:23,2023-10-31 12:56:36,2023-10-31 13:07:48,21,13.33,3,,3.99,39.99,4.3989,5.79855,54.17745,4,9,2,2,30.5257
25829,Emmie Rosato,Female,31,Dinner,Yes,Yes,Thai,Spring Roll,No,Hot,Urban,Free,0.0,Bike,Small,Low,Bad,2023-10-20 06:20:48,2023-10-20 06:26:29,2023-10-20 06:37:03,2023-10-20 06:52:33,31,6.41,5,,3.99,32.05,3.5254999999999996,4.64725,44.21275,9,1,6,3,44.0367
91368,Leah Dailey,Female,48,Lunch,No,Yes,Thai,Green Curry,No,Room,Subarban,Monthly Basic,4.99,Car,Small,High,Good,2023-10-24 15:16:28,2023-10-24 15:18:39,2023-10-24 15:29:22,2023-10-24 15:41:36,25,9.97,4,2.99,,39.88,4.3868,5.7826,,9,8,8,1,91.32520000000001
58626,Maria Warren,Female,20,Lunch,Yes,Yes,Italian,Pasta,Yes,Hot,Urban,Free,0.0,Car,Large,High,Good,2023-10-31 10:20:00,2023-10-31 10:25:39,2023-10-31 10:35:00,2023-10-31 10:49:00,29,22.23,5,,5.99,111.15,12.226500000000001,16.11675,145.48325000000003,3,2,2,1,50.9067
25859,Daniel Champine,Male,24,Dinner,Yes,Yes,Chinese,Kung Pao Chicken,No,Hot,Urban,Basic,50.9,Car,Small,High,Good,2023-10-03 02:28:59,2023-10-03 02:31:43,2023-10-03 02:42:39,2023-10-03 02:53:43,24,16.21,1,0.99,,16.21,1.7831000000000001,2.35045,,14,7,11,3,204.16495
91398,Allie Robinson,Female,40,Lunch,No,Yes,Italian,Tiramisu,No,Cold,Urban,Premium,101.9,Car,Medium,High,Good,2023-10-23 13:35:21,2023-10-23 13:40:58,2023-10-23 13:48:53,2023-10-23 13:59:58,24,13.01,3,0.0,,39.03,4.2933,5.65935,,9,10,9,0,134.06805
58631,Kelly Woodlin,Female,51,Lunch,No,Yes,Indian,Lassi,No,Cold,Urban,Monthly Basic,4.99,Car,Small,High,Good,2023-10-03 19:20:54,2023-10-03 19:24:29,2023-10-03 19:34:11,2023-10-03 19:48:02,27,3.79,2,0.99,,7.58,0.8338,1.0991,,7,0,4,3,17.3582
58633,David Mccree,Male,57,Lunch,Yes,No,Chinese,Bubble Tea,Yes,Room,Subarban,Free,0.0,Bike,Medium,Low,Bad,2023-10-15 14:33:16,2023-10-15 14:36:47,2023-10-15 14:45:53,2023-10-15 14:57:19,24,3.66,2,,3.99,7.32,0.8052,1.0614,13.176599999999999,4,17,4,0,16.7628
58634,Michael Price,Male,43,Lunch,Yes,Yes,Italian,Risotto,Yes,Room,Subarban,Basic,50.9,Car,Medium,High,Good,2023-10-27 12:16:39,2023-10-27 12:19:24,2023-10-27 12:29:35,2023-10-27 12:44:44,28,14.69,2,0.99,,29.38,3.2318,4.2600999999999996,,19,15,19,0,319.58095000000003
91401,Emelda Wong,Female,42,Lunch,Yes,Yes,Indian,Palak Paneer,Yes,Room,Urban,Free,0.0,Car,Small,High,Good,2023-10-19 00:08:48,2023-10-19 00:11:39,2023-10-19 00:22:06,2023-10-19 00:33:47,24,11.38,2,,3.99,22.76,2.5036,3.3002,32.5538,12,1,8,4,104.24080000000001
58637,James Thompson,Male,19,Dinner,Yes,Yes,Italian,Limoncello,Yes,Cold,Urban,Basic,50.9,Car,Large,High,Good,2023-10-27 08:10:38,2023-10-27 08:14:04,2023-10-27 08:21:48,2023-10-27 08:33:29,22,15.07,2,0.99,,30.14,3.3154,4.370299999999999,,16,11,15,1,258.82725
91405,Deanna Palmer,Female,39,Lunch,Yes,Yes,Chinese,Bubble Tea,Yes,Hot,Urban,Monthly Basic,4.99,Bike,Large,Low,Bad,2023-10-16 12:29:05,2023-10-16 12:31:56,2023-10-16 12:40:22,2023-10-16 12:54:03,24,4.32,1,2.99,,4.32,0.4752,0.6264,,1,13,1,0,4.946400000000001
91419,Barbara Brandt,Female,35,Breakfast,No,Yes,Mexican,Tequila,No,Cold,Urban,Monthly Premium,9.99,Car,Small,High,Good,2023-10-02 20:55:06,2023-10-02 20:57:07,2023-10-02 21:07:01,2023-10-02 21:21:11,26,11.71,3,0.0,,35.13,3.8643000000000005,5.09385,,18,6,14,4,187.7113
58655,Lois Grimm,Female,41,Lunch,No,Yes,Chinese,Dumpling,Yes,Room,Urban,Free,0.0,Bike,Large,High,Good,2023-10-22 04:15:32,2023-10-22 04:18:02,2023-10-22 04:27:32,2023-10-22 04:42:59,27,9.93,3,,3.99,29.79,3.2769,4.31955,41.37645,11,8,7,4,79.58894999999998
25891,Charity Cantin,Female,31,Lunch,No,No,Mexican,Michelada,Yes,Cold,Subarban,Basic,50.9,Bike,Medium,High,Good,2023-10-08 17:05:52,2023-10-08 17:10:34,2023-10-08 17:18:20,2023-10-08 17:29:22,23,14.96,3,2.99,,44.88,4.936800000000001,6.5076,,5,2,4,1,68.5168
58659,Kaye Stephens,Female,39,Dinner,Yes,No,Indian,Biryani,Yes,Room,Subarban,Monthly Basic,4.99,Car,Medium,High,Good,2023-10-13 09:57:19,2023-10-13 10:00:26,2023-10-13 10:11:08,2023-10-13 10:24:42,27,17.29,3,2.99,,51.87,5.705699999999999,7.521149999999999,,5,10,4,1,79.1882
58664,Dolores Olivo,Female,18,Lunch,No,No,Mexican,Margerita,No,Room,Rural,Monthly Premium,9.99,Car,Small,Low,Bad,2023-10-23 07:08:24,2023-10-23 07:14:07,2023-10-23 07:23:02,2023-10-23 07:38:19,29,8.7,3,0.0,,26.099999999999998,2.871,3.7844999999999995,,14,4,10,4,99.615
91437,Nancy Dunlap,Female,21,Lunch,Yes,No,Thai,Green Curry,No,Room,Urban,Monthly Premium,9.99,Car,Medium,High,Good,2023-10-16 09:41:09,2023-10-16 09:43:29,2023-10-16 09:51:45,2023-10-16 10:03:04,21,10.91,4,0.0,,43.64,4.8004,6.3278,,6,8,5,1,62.45975
91442,Lavonda Washington,Female,47,Lunch,No,Yes,Chinese,Hot pot,Yes,Hot,Urban,Premium,101.9,Car,Small,High,Good,2023-10-05 05:25:01,2023-10-05 05:30:41,2023-10-05 05:41:02,2023-10-05 05:51:04,26,25.38,3,0.0,,76.14,8.3754,11.040299999999998,,12,18,11,1,319.66110000000003
58681,Linda Roberts,Female,41,Lunch,Yes,No,Japanese,Ramen,Yes,Room,Urban,Free,0.0,Car,Small,High,Good,2023-10-27 15:11:02,2023-10-27 15:16:33,2023-10-27 15:24:45,2023-10-27 15:38:40,27,11.47,4,,3.99,45.88,5.0468,6.6526,61.5694,6,17,6,0,78.7989
91461,Alfred Rm,Male,35,Dinner,No,No,Indian,Palak Paneer,No,Room,Urban,Free,0.0,Car,Large,High,Good,2023-10-03 07:29:14,2023-10-03 07:34:24,2023-10-03 07:42:02,2023-10-03 07:57:03,27,11.91,4,,3.99,47.64,5.2404,6.9078,63.778200000000005,8,10,7,1,95.45865
91462,Reva Dozier,Female,15,Dinner,Yes,No,Japanese,Udon,No,Cold,Urban,Monthly Premium,9.99,Car,Large,Low,Bad,2023-10-13 11:30:32,2023-10-13 11:33:36,2023-10-13 11:43:32,2023-10-13 11:55:37,25,11.87,4,0.0,,47.48,5.222799999999999,6.884599999999999,,18,12,16,2,217.45839999999998
25929,Frank Thornton,Male,16,Lunch,Yes,Yes,Greek,Moussaka,Yes,Room,Urban,Monthly Basic,4.99,Car,Small,High,Good,2023-10-23 12:27:53,2023-10-23 12:30:12,2023-10-23 12:38:23,2023-10-23 12:51:16,23,14.99,2,1.99,,29.98,3.2978,4.3471,,4,1,2,2,34.3271
25932,Larue Huddleston,Female,38,Lunch,No,Yes,Japanese,Matcha Tea,Yes,Cold,Rural,Free,0.0,Car,Small,High,Good,2023-10-22 13:35:30,2023-10-22 13:38:07,2023-10-22 13:48:10,2023-10-22 14:04:07,28,3.66,3,,3.99,10.98,1.2078,1.5920999999999998,17.7699,6,3,4,2,16.7628
58704,Jeffrey Brown,Male,55,Lunch,Yes,Yes,Mexican,Michelada,Yes,Cold,Subarban,Basic,50.9,Bike,Large,High,Good,2023-10-23 12:30:09,2023-10-23 12:36:05,2023-10-23 12:46:15,2023-10-23 13:00:40,30,9.77,5,0.99,,48.849999999999994,5.373499999999999,7.083249999999999,,10,4,9,1,100.67984999999999
91498,Charles Soland,Male,54,Dinner,Yes,No,Italian,Lasagna,Yes,Cold,Urban,Monthly Basic,4.99,Bike,Large,Low,Bad,2023-10-07 16:37:23,2023-10-07 16:41:49,2023-10-07 16:51:25,2023-10-07 17:06:29,29,13.86,5,0.99,,69.3,7.622999999999999,10.048499999999999,,3,8,2,1,31.739399999999996
91499,Harold Duarte,Male,44,Dinner,Yes,Yes,Mexican,Burrito,Yes,Room,Urban,Premium,101.9,Car,Large,High,Good,2023-10-16 05:09:57,2023-10-16 05:15:16,2023-10-16 05:23:26,2023-10-16 05:38:36,28,8.47,3,0.0,,25.410000000000004,2.7951000000000006,3.6844500000000004,,8,17,8,0,77.5852
58740,Joe Fielder,Male,25,Lunch,No,Yes,Indian,Tandoori Chicken,Yes,Hot,Urban,Basic,50.9,Car,Medium,High,Good,2023-10-01 08:04:52,2023-10-01 08:08:41,2023-10-01 08:18:16,2023-10-01 08:30:45,25,11.95,5,2.99,,59.75,6.5725,8.66375,,16,7,13,3,177.87574999999998
58750,Hector Schmidt,Male,21,Lunch,No,Yes,Italian,Pasta,Yes,Room,Urban,Monthly Basic,4.99,Car,Small,High,Good,2023-10-12 12:22:53,2023-10-12 12:28:47,2023-10-12 12:38:26,2023-10-12 12:52:23,29,8.83,3,1.99,,26.490000000000002,2.9139000000000004,3.84105,,19,6,15,4,151.65525
91526,Christina Daniels,Female,14,Lunch,Yes,Yes,Chinese,Jasmine Tea,Yes,Cold,Urban,Monthly Basic,4.99,Car,Small,High,Good,2023-10-12 00:32:58,2023-10-12 00:38:20,2023-10-12 00:49:01,2023-10-12 01:03:57,30,3.05,5,1.99,,15.25,1.6775,2.2112499999999997,,14,11,13,1,45.399249999999995
25990,Michael Daniels,Male,47,Dinner,Yes,No,Indian,Butter Chicken,Yes,Room,Urban,Premium,101.9,Bike,Medium,High,Good,2023-10-17 03:24:32,2023-10-17 03:28:33,2023-10-17 03:36:12,2023-10-17 03:49:50,25,14.78,2,0.0,,29.56,3.2516,4.286199999999999,,1,18,1,0,16.923099999999998
91527,Matthew Owens,Male,49,Dinner,Yes,Yes,Greek,Souvlaki,Yes,Hot,Urban,Monthly Basic,4.99,Bike,Large,High,Good,2023-10-10 16:37:32,2023-10-10 16:43:18,2023-10-10 16:50:44,2023-10-10 17:01:38,24,11.51,5,2.99,,57.55,6.3305,8.34475,,5,5,3,2,39.53685
26005,William Bailey,Male,24,Lunch,No,No,Chinese,Dumpling,No,Hot,Subarban,Basic,50.9,Car,Small,High,Good,2023-10-24 01:12:17,2023-10-24 01:17:16,2023-10-24 01:26:18,2023-10-24 01:38:31,26,8.51,3,1.99,,25.53,2.8083,3.70185,,14,5,11,3,107.18345
58774,Betty Mcleod,Female,33,Dinner,Yes,Yes,Japanese,Udon,No,Hot,Rural,Monthly Basic,4.99,Car,Large,High,Good,2023-10-10 21:33:19,2023-10-10 21:36:10,2023-10-10 21:44:31,2023-10-10 21:57:02,23,8.57,1,1.99,,8.57,0.9427,1.24265,,17,11,12,5,117.7518
91542,Ruth Holvey,Female,28,Breakfast,Yes,No,Chinese,Kung Pao Chicken,Yes,Room,Rural,Monthly Basic,4.99,Bike,Small,High,Good,2023-10-18 23:00:24,2023-10-18 23:03:46,2023-10-18 23:11:33,2023-10-18 23:24:03,23,14.59,3,1.99,,43.769999999999996,4.814699999999999,6.346649999999999,,16,3,13,3,217.17215
91544,Margaret Trumbo,Female,21,Dinner,Yes,Yes,Chinese,Peking Duck,Yes,Hot,Urban,Basic,50.9,Car,Large,High,Good,2023-10-15 14:38:23,2023-10-15 14:41:20,2023-10-15 14:49:05,2023-10-15 15:03:30,25,29.77,5,2.99,,148.85,16.3735,21.583249999999996,,14,13,9,5,306.77985
26018,Lorena Barnes,Female,25,Breakfast,Yes,No,Japanese,Sushi,Yes,Room,Subarban,Free,0.0,Car,Medium,High,Good,2023-10-03 17:26:22,2023-10-03 17:30:59,2023-10-03 17:39:32,2023-10-03 17:53:38,27,6.33,2,,3.99,12.66,1.3926,1.8356999999999999,19.8783,16,14,12,4,86.97420000000001
91561,Allison Dilsaver,Female,25,Dinner,No,No,Greek,Ice-cream,Yes,Cold,Urban,Monthly Basic,4.99,Car,Large,High,Good,2023-10-07 01:01:46,2023-10-07 01:04:50,2023-10-07 01:12:15,2023-10-07 01:27:39,25,4.24,1,1.99,,4.24,0.46640000000000004,0.6148,,11,6,9,2,43.693200000000004
26025,Leona Cryderman,Female,50,Dinner,Yes,No,Japanese,Matcha Tea,No,Cold,Urban,Free,0.0,Bike,Medium,High,Good,2023-10-08 15:23:36,2023-10-08 15:26:00,2023-10-08 15:36:32,2023-10-08 15:49:16,25,4.99,1,,3.99,4.99,0.5489,0.72355,10.25245,3,13,3,0,17.14065
26028,Estela Nowlin,Female,27,Dinner,No,No,Thai,Green Curry,No,Room,Urban,Basic,50.9,Car,Small,High,Good,2023-10-14 16:05:11,2023-10-14 16:07:43,2023-10-14 16:16:40,2023-10-14 16:29:48,24,10.17,1,2.99,,10.17,1.1187,1.4746499999999998,,13,0,10,3,116.4465
26032,Christopher Lebeouf,Male,42,Lunch,No,No,Italian,Lasagna,Yes,Hot,Urban,Free,0.0,Car,Medium,High,Good,2023-10-26 16:40:19,2023-10-26 16:43:45,2023-10-26 16:52:49,2023-10-26 17:08:15,27,17.58,4,,3.99,70.32,7.735199999999999,10.196399999999999,92.24159999999998,7,16,6,1,120.77459999999999
91568,Harvey Cagle,Male,48,Dinner,Yes,Yes,Greek,Ice-cream,Yes,Hot,Urban,Premium,101.9,Bike,Small,Low,Bad,2023-10-06 16:35:32,2023-10-06 16:38:27,2023-10-06 16:47:13,2023-10-06 17:01:06,25,3.51,4,0.0,,14.04,1.5444,2.0357999999999996,,4,9,2,2,8.037899999999999
91572,Patricia Robinson,Female,62,Breakfast,Yes,No,Greek,Ouzo,Yes,Cold,Urban,Premium,101.9,Car,Medium,High,Good,2023-10-18 04:29:21,2023-10-18 04:33:29,2023-10-18 04:43:34,2023-10-18 04:56:06,26,23.22,2,0.0,,46.44,5.1084,6.7338,,8,1,8,0,212.6952
58812,John Nason,Male,23,Lunch,No,No,Chinese,Soy Milk,Yes,Room,Urban,Free,0.0,Bike,Medium,Low,Bad,2023-10-03 21:15:25,2023-10-03 21:18:10,2023-10-03 21:28:51,2023-10-03 21:40:06,24,2.31,4,,5.99,9.24,1.0164,1.3397999999999999,17.586199999999998,17,13,11,6,29.09445
91583,Jessica Milton,Female,29,Dinner,No,No,Indian,Masala Chai,No,Hot,Urban,Basic,50.9,Car,Small,High,Good,2023-10-03 08:50:27,2023-10-03 08:55:33,2023-10-03 09:05:19,2023-10-03 09:17:52,27,3.45,2,1.99,,6.9,0.759,1.0005,,10,1,8,2,31.602
91588,Glenn Mcknight,Male,18,Dinner,No,No,Chinese,Kung Pao Chicken,Yes,Hot,Rural,Free,0.0,Car,Medium,High,Good,2023-10-20 19:56:31,2023-10-20 19:59:31,2023-10-20 20:08:12,2023-10-20 20:22:29,25,19.98,4,,5.99,79.92,8.7912,11.5884,106.2896,19,17,16,3,366.0336
91591,Patricia Harris,Female,18,Dinner,No,Yes,Indian,Biryani,No,Hot,Urban,Basic,50.9,Car,Large,High,Good,2023-10-29 16:29:20,2023-10-29 16:34:22,2023-10-29 16:43:45,2023-10-29 16:59:44,30,18.12,3,0.99,,54.36,5.9796,7.882199999999999,,13,3,11,2,228.22140000000002
26057,Edward Lyons,Male,46,Dinner,Yes,Yes,Chinese,Hot pot,Yes,Room,Subarban,Premium,101.9,Bike,Medium,High,Good,2023-10-06 22:50:56,2023-10-06 22:54:33,2023-10-06 23:05:11,2023-10-06 23:19:21,28,45.79,3,0.0,,137.37,15.110700000000001,19.91865,,1,5,1,0,52.42955
58826,Rolando Lee,Male,57,Breakfast,Yes,No,Italian,Pizza,Yes,Hot,Subarban,Basic,50.9,Car,Large,High,Good,2023-10-21 03:34:38,2023-10-21 03:37:15,2023-10-21 03:47:33,2023-10-21 04:01:11,26,16.21,5,0.99,,81.05000000000001,8.915500000000002,11.75225,,7,14,4,3,74.2418
91600,Susie Wood,Female,33,Dinner,Yes,No,Italian,Limoncello,Yes,Cold,Urban,Basic,50.9,Car,Small,High,Good,2023-10-30 11:42:59,2023-10-30 11:45:04,2023-10-30 11:55:54,2023-10-30 12:09:56,26,23.33,3,2.99,,69.99,7.698899999999999,10.148549999999998,,1,18,0,1,0.0
26075,Harold Campbell,Male,30,Lunch,Yes,No,Chinese,Noodles,No,Hot,Subarban,Free,0.0,Bike,Medium,High,Good,2023-10-05 19:35:35,2023-10-05 19:40:48,2023-10-05 19:50:54,2023-10-05 20:06:29,30,13.79,1,,5.99,13.79,1.5169,1.9995499999999997,23.29645,16,4,14,2,221.0537
26076,Francine Viggiano,Female,53,Dinner,Yes,Yes,Chinese,Dumpling,Yes,Hot,Urban,Free,0.0,Car,Large,High,Good,2023-10-23 10:45:17,2023-10-23 10:50:36,2023-10-23 10:58:06,2023-10-23 11:12:16,26,7.19,2,,3.99,14.38,1.5818,2.0851,22.036900000000003,1,1,0,1,0.0
26079,Julie Mccray,Female,43,Dinner,Yes,Yes,Italian,Tiramisu,No,Cold,Rural,Free,0.0,Car,Large,High,Good,2023-10-05 07:13:16,2023-10-05 07:17:16,2023-10-05 07:27:04,2023-10-05 07:40:44,27,12.79,4,,4.99,51.16,5.627599999999999,7.418199999999999,69.19579999999999,8,3,6,2,87.8673
58848,Dale Fillinger,Male,40,Lunch,Yes,Yes,Indian,Tandoori Chicken,No,Hot,Rural,Monthly Premium,9.99,Car,Large,High,Good,2023-10-10 12:47:43,2023-10-10 12:53:07,2023-10-10 13:00:30,2023-10-10 13:14:13,26,11.88,3,0.0,,35.64,3.9204,5.1678,,12,3,9,3,122.4234
91617,Jason Federgreen,Male,42,Breakfast,Yes,No,Italian,Limoncello,No,Hot,Subarban,Free,0.0,Car,Medium,Low,Bad,2023-10-16 03:17:59,2023-10-16 03:23:31,2023-10-16 03:31:58,2023-10-16 03:47:12,29,20.35,5,,3.99,101.75,11.1925,14.753749999999998,131.68625,6,5,5,1,116.50375
